id,airport_code,name,distance_km,star_rating,guest_score,review_count,price_per_night,has_shuttle,has_breakfast,address
1204,KQH,Radisson Blu Airport (Ajmer / Kishangarh Airport),12.6,3,8.7,2540,8541,0,1,"Terminal Road, Near KQH Airport, Ajmer / Kishangarh, India"
1205,CHI,FabHotel Airport Inn (Chhindwara Airport),4.1,5,8.9,2776,4200,1,0,"Terminal Road, Near CHI Airport, Chhindwara, India"
1206,KNU,Radisson Blu Airport (Kanpur Airport),12.8,4,8.6,1286,5795,0,1,"Terminal Road, Near KNU Airport, Kanpur, India"
1207,VZY,Novotel Airport Hotel (Vijayawada Airport),14.1,5,9.1,2112,2638,0,1,"Terminal Road, Near VZY Airport, Vijayawada, India"
1208,DON,ITC Grand Bharat (Bhadrak / Dhamra Airport),14.0,5,8.8,2912,8111,0,1,"Terminal Road, Near DON Airport, Bhadrak / Dhamra, India"
1209,MAA,Ginger Airport Hotel (Chennai Airport),3.5,5,9.5,2173,2971,1,1,"Terminal Road, Near MAA Airport, Chennai, India"
1210,HJR,Hyatt Regency Terminal (Khajuraho Airport),14.2,5,8.6,1914,11670,0,0,"Terminal Road, Near HJR Airport, Khajuraho, India"
1211,BPI,Lemon Tree Premier (Mayurbhanj Airport),5.7,5,9.8,1171,5049,1,1,"Terminal Road, Near BPI Airport, Mayurbhanj, India"
1212,RGD,IBIS Airport Hotel (Raigarh Airport),6.0,3,9.5,2912,8263,1,1,"Terminal Road, Near RGD Airport, Raigarh, India"
1213,SIV,Radisson Blu Airport (Sivasagar Airport),4.0,3,8.5,3799,10702,1,1,"Terminal Road, Near SIV Airport, Sivasagar, India"
1214,REW,FabHotel Airport Inn (Rewa Airport),9.7,3,9.4,851,3160,0,0,"Terminal Road, Near REW Airport, Rewa, India"
1215,IXR,FabHotel Airport Inn (Ranchi Airport),12.9,3,8.5,3475,10122,0,0,"Terminal Road, Near IXR Airport, Ranchi, India"
1216,GAW,ITC Grand Bharat (Guwahati Airport),7.4,3,9.5,2211,9105,1,1,"Terminal Road, Near GAW Airport, Guwahati, India"
1217,PAL,IBIS Airport Hotel (Pali Airport),3.8,5,9.2,1323,8690,1,0,"Terminal Road, Near PAL Airport, Pali, India"
1218,TEZU,Novotel Airport Hotel (Tezu Airport),5.6,4,9.2,3592,10653,1,1,"Terminal Road, Near TEZU Airport, Tezu, India"
1219,VTZ,Novotel Airport Hotel (Visakhapatnam Airport),8.7,5,9.5,250,8898,0,0,"Terminal Road, Near VTZ Airport, Visakhapatnam, India"
1220,IXL,Taj City Centre (Leh (Ladakh) Airport),12.8,4,8.8,3104,11647,0,1,"Terminal Road, Near IXL Airport, Leh (Ladakh), India"
1221,NDC,IBIS Airport Hotel (Nanded Airport),0.9,3,8.4,580,7596,1,1,"Terminal Road, Near NDC Airport, Nanded, India"
1222,DED,ITC Grand Bharat (Dehradun Airport),6.2,5,8.7,2259,4906,1,1,"Terminal Road, Near DED Airport, Dehradun, India"
1223,BDQ,Pride Plaza Hotel (Vadodara Airport),6.5,4,9.4,1976,6190,1,1,"Terminal Road, Near BDQ Airport, Vadodara, India"
1224,JGA,Taj City Centre (Jamnagar Airport),8.4,5,8.9,923,6214,0,1,"Terminal Road, Near JGA Airport, Jamnagar, India"
1225,JRG,FabHotel Airport Inn (Jharsuguda Airport),0.9,5,8.6,3150,3841,1,1,"Terminal Road, Near JRG Airport, Jharsuguda, India"
1226,DHM,Lemon Tree Premier (Dharamshala / Kangra Airport),11.5,5,8.7,782,2719,0,1,"Terminal Road, Near DHM Airport, Dharamshala / Kangra, India"
1227,IXB,OYO Townhouse Airport (Siliguri / Bagdogra Airport),2.1,5,8.1,1302,6165,1,0,"Terminal Road, Near IXB Airport, Siliguri / Bagdogra, India"
1228,ISK,FabHotel Airport Inn (Nashik Airport),5.9,3,9.8,2258,3948,1,0,"Terminal Road, Near ISK Airport, Nashik, India"
1229,SWM,Radisson Blu Airport (Ranthambore / Sawai Madhopur Airport),11.4,5,8.9,1937,7382,0,0,"Terminal Road, Near SWM Airport, Ranthambore / Sawai Madhopur, India"
1230,CFH,Pride Plaza Hotel (Chitrakoot Airport),11.2,3,8.3,1267,11864,0,0,"Terminal Road, Near CFH Airport, Chitrakoot, India"
1231,DGR,IBIS Airport Hotel (Deoghar Airport),13.7,5,8.3,3692,10284,0,1,"Terminal Road, Near DGR Airport, Deoghar, India"
1232,JLR,Lemon Tree Premier (Jabalpur Airport),5.3,4,9.4,1617,8201,1,0,"Terminal Road, Near JLR Airport, Jabalpur, India"
1233,AMRE,Hyatt Regency Terminal (Amreli Airport),12.1,4,9.1,2780,1980,0,0,"Terminal Road, Near AMRE Airport, Amreli, India"
1234,AMR,Pride Plaza Hotel (Amravati Airport),5.4,5,8.9,2900,5014,1,1,"Terminal Road, Near AMR Airport, Amravati, India"
1235,KOR,Trident Airport Hotel (Koraput Airport),14.3,4,8.2,284,2876,0,1,"Terminal Road, Near KOR Airport, Koraput, India"
1236,LGP,Novotel Airport Hotel (Rupsi / Dhubri Airport),0.8,3,8.2,2397,9576,1,0,"Terminal Road, Near LGP Airport, Rupsi / Dhubri, India"
1237,BKN,Hyatt Regency Terminal (Bikaner Airport),4.0,4,8.9,934,2907,1,0,"Terminal Road, Near BKN Airport, Bikaner, India"
1238,DON,Hyatt Regency Terminal (Bhadrak / Dhamra Airport),3.9,5,9.2,2305,7809,1,0,"Terminal Road, Near DON Airport, Bhadrak / Dhamra, India"
1239,SHL,FabHotel Airport Inn (Shillong Airport),7.4,4,8.9,2308,11948,1,1,"Terminal Road, Near SHL Airport, Shillong, India"
1240,VJZ,Radisson Blu Airport (Bhogapuram / Vizianagaram Airport),11.4,4,8.9,1725,8086,0,1,"Terminal Road, Near VJZ Airport, Bhogapuram / Vizianagaram, India"
1241,JGD,ITC Grand Bharat (Jagdalpur Airport),11.2,3,9.1,1546,8987,0,0,"Terminal Road, Near JGD Airport, Jagdalpur, India"
1242,GAW,Pride Plaza Hotel (Guwahati Airport),11.0,5,9.4,1810,12099,0,0,"Terminal Road, Near GAW Airport, Guwahati, India"
1243,RJA,FabHotel Airport Inn (Rajahmundry Airport),2.7,5,9.7,1704,11792,1,0,"Terminal Road, Near RJA Airport, Rajahmundry, India"
1244,ALD,Novotel Airport Hotel (Aligarh Airport),12.1,3,8.9,1985,9523,0,1,"Terminal Road, Near ALD Airport, Aligarh, India"
1245,MUZ,Ginger Airport Hotel (Muzaffarpur Airport),6.6,3,9.2,1766,9613,1,0,"Terminal Road, Near MUZ Airport, Muzaffarpur, India"
1246,MEH,Trident Airport Hotel (Mehsana Airport),11.3,4,8.4,2884,7056,0,1,"Terminal Road, Near MEH Airport, Mehsana, India"
1247,SAH,Taj City Centre (Saharanpur Airport),6.4,4,9.0,1596,5938,1,0,"Terminal Road, Near SAH Airport, Saharanpur, India"
1248,GOP,ITC Grand Bharat (Ganjam / Gopalpur Airport),7.9,3,8.4,910,4099,1,1,"Terminal Road, Near GOP Airport, Ganjam / Gopalpur, India"
1249,IDR,Hyatt Regency Terminal (Indore Airport),10.7,3,9.5,2274,3016,0,1,"Terminal Road, Near IDR Airport, Indore, India"
1250,KAM,Taj City Centre (Kamalpur Airport),8.4,5,9.3,548,5006,0,1,"Terminal Road, Near KAM Airport, Kamalpur, India"
1251,PYG,Pride Plaza Hotel (Gangtok / Pakyong (Sikkim) Airport),4.6,3,8.3,3305,12278,1,0,"Terminal Road, Near PYG Airport, Gangtok / Pakyong (Sikkim), India"
1252,HJR,Pride Plaza Hotel (Khajuraho Airport),0.7,5,8.7,3280,12397,1,0,"Terminal Road, Near HJR Airport, Khajuraho, India"
1253,HJR,Hyatt Regency Terminal (Khajuraho Airport),14.1,4,9.7,3563,6172,0,0,"Terminal Road, Near HJR Airport, Khajuraho, India"
1254,PBN,FabHotel Airport Inn (Parbhani Airport),8.4,5,9.0,3447,10333,0,1,"Terminal Road, Near PBN Airport, Parbhani, India"
1255,RXL,Trident Airport Hotel (Raxaul Airport),6.4,5,8.7,3603,12317,1,1,"Terminal Road, Near RXL Airport, Raxaul, India"
1256,KAP,Novotel Airport Hotel (Kadapa Airport),1.1,5,8.9,3443,6166,1,1,"Terminal Road, Near KAP Airport, Kadapa, India"
1257,MAL,Pride Plaza Hotel (Malda Airport),9.6,3,8.9,2535,10926,0,0,"Terminal Road, Near MAL Airport, Malda, India"
1258,KARN,Radisson Blu Airport (Karnal Airport),7.0,5,8.4,1967,11484,1,0,"Terminal Road, Near KARN Airport, Karnal, India"
1259,SAG,Taj City Centre (Shirdi Airport),6.7,3,9.5,2171,11003,1,1,"Terminal Road, Near SAG Airport, Shirdi, India"
1260,BHU,Novotel Airport Hotel (Bathinda Airport),4.1,5,9.4,1006,11866,1,0,"Terminal Road, Near BHU Airport, Bathinda, India"
1261,AMRE,Novotel Airport Hotel (Amreli Airport),11.8,3,8.8,1566,9287,0,0,"Terminal Road, Near AMRE Airport, Amreli, India"
1262,TIR,Hyatt Regency Terminal (Tirupati Airport),8.2,5,9.4,3490,2525,0,1,"Terminal Road, Near TIR Airport, Tirupati, India"
1263,SRA,Novotel Airport Hotel (Shravasti Airport),10.3,4,9.4,1691,8709,0,1,"Terminal Road, Near SRA Airport, Shravasti, India"
1264,JDH,Novotel Airport Hotel (Jodhpur Airport),5.1,3,8.5,264,8045,1,0,"Terminal Road, Near JDH Airport, Jodhpur, India"
1265,IXG,Radisson Blu Airport (Belagavi Airport),4.7,3,8.7,2168,9053,1,0,"Terminal Road, Near IXG Airport, Belagavi, India"
1266,PAT,Lemon Tree Premier (Patna Airport),1.0,3,9.1,2189,10748,1,1,"Terminal Road, Near PAT Airport, Patna, India"
1267,SXR,Taj City Centre (Srinagar Airport),1.0,5,9.2,1512,5217,1,0,"Terminal Road, Near SXR Airport, Srinagar, India"
1268,CNN,Novotel Airport Hotel (Kannur Airport),14.1,3,9.5,2501,5003,0,1,"Terminal Road, Near CNN Airport, Kannur, India"
1269,CCJ,OYO Townhouse Airport (Kozhikode (Calicut) Airport),9.4,5,8.8,2606,12294,0,1,"Terminal Road, Near CCJ Airport, Kozhikode (Calicut), India"
1270,BOM,OYO Townhouse Airport (Mumbai Airport),11.1,3,9.6,397,11049,0,1,"Terminal Road, Near BOM Airport, Mumbai, India"
1271,PUR,Hyatt Regency Terminal (Purulia Airport),1.6,4,8.9,3598,9454,1,0,"Terminal Road, Near PUR Airport, Purulia, India"
1272,LGP,ITC Grand Bharat (Rupsi / Dhubri Airport),9.2,3,8.6,713,1884,0,1,"Terminal Road, Near LGP Airport, Rupsi / Dhubri, India"
1273,NVY,Novotel Airport Hotel (Neyveli Airport),10.3,5,9.3,2957,3689,0,1,"Terminal Road, Near NVY Airport, Neyveli, India"
1274,CCU,Radisson Blu Airport (Kolkata Airport),2.6,3,8.6,1912,3099,1,1,"Terminal Road, Near CCU Airport, Kolkata, India"
1275,SRA,Hyatt Regency Terminal (Shravasti Airport),1.6,4,9.4,1978,1965,1,0,"Terminal Road, Near SRA Airport, Shravasti, India"
1276,KBK,Taj City Centre (Kushinagar Airport),5.5,4,8.5,3305,10365,1,1,"Terminal Road, Near KBK Airport, Kushinagar, India"
1277,PAL,Hyatt Regency Terminal (Pali Airport),10.5,3,8.6,3787,10227,0,1,"Terminal Road, Near PAL Airport, Pali, India"
1278,DHM,Novotel Airport Hotel (Dharamshala / Kangra Airport),0.7,3,8.5,1056,2791,1,1,"Terminal Road, Near DHM Airport, Dharamshala / Kangra, India"
1279,ALD,Taj City Centre (Aligarh Airport),9.6,5,8.3,387,12027,0,0,"Terminal Road, Near ALD Airport, Aligarh, India"
1280,ANK,ITC Grand Bharat (Ankleshwar Airport),11.9,3,8.6,1348,11328,0,0,"Terminal Road, Near ANK Airport, Ankleshwar, India"
1281,LUD,OYO Townhouse Airport (Ludhiana Airport),10.7,3,9.0,2654,7123,0,1,"Terminal Road, Near LUD Airport, Ludhiana, India"
1282,VNS,OYO Townhouse Airport (Varanasi Airport),3.0,5,8.2,3079,2905,1,1,"Terminal Road, Near VNS Airport, Varanasi, India"
1283,GAY,Taj City Centre (Gaya Airport),3.6,3,8.1,2175,9241,1,1,"Terminal Road, Near GAY Airport, Gaya, India"
1284,PBN,IBIS Airport Hotel (Parbhani Airport),13.8,5,8.6,3265,5805,0,0,"Terminal Road, Near PBN Airport, Parbhani, India"
1285,KAM,Taj City Centre (Kamalpur Airport),6.6,3,8.7,2886,12187,1,0,"Terminal Road, Near KAM Airport, Kamalpur, India"
1286,TRV,Hyatt Regency Terminal (Thiruvananthapuram Airport),9.5,4,8.2,3171,11477,0,0,"Terminal Road, Near TRV Airport, Thiruvananthapuram, India"
1287,BPI,FabHotel Airport Inn (Mayurbhanj Airport),1.2,3,8.8,2786,2339,1,0,"Terminal Road, Near BPI Airport, Mayurbhanj, India"
1288,HSR,IBIS Airport Hotel (Rajkot Airport),11.2,4,8.8,908,9176,0,0,"Terminal Road, Near HSR Airport, Rajkot, India"
1289,PBN,Hyatt Regency Terminal (Parbhani Airport),0.7,5,8.8,2833,6937,1,0,"Terminal Road, Near PBN Airport, Parbhani, India"
1290,NMN,Hyatt Regency Terminal (Neemrana / Alwar Airport),0.8,5,8.1,1294,2030,1,0,"Terminal Road, Near NMN Airport, Neemrana / Alwar, India"
1291,SNE,Ginger Airport Hotel (Singrauli Airport),4.1,3,9.0,1710,5489,1,0,"Terminal Road, Near SNE Airport, Singrauli, India"
1292,MEH,IBIS Airport Hotel (Mehsana Airport),8.9,4,8.8,3426,9378,0,1,"Terminal Road, Near MEH Airport, Mehsana, India"
1293,DHR,ITC Grand Bharat (Dibrugarh Airport),6.6,4,8.9,3703,8835,1,0,"Terminal Road, Near DHR Airport, Dibrugarh, India"
1294,IXS,Hyatt Regency Terminal (Silchar Airport),0.9,3,9.8,2937,9790,1,1,"Terminal Road, Near IXS Airport, Silchar, India"
1295,IXG,Trident Airport Hotel (Belagavi Airport),6.9,4,9.3,2517,2789,1,0,"Terminal Road, Near IXG Airport, Belagavi, India"
1296,MOR,Lemon Tree Premier (Moradabad Airport),3.0,4,8.3,1547,2672,1,0,"Terminal Road, Near MOR Airport, Moradabad, India"
1297,BGP,Hyatt Regency Terminal (Bhagalpur Airport),11.8,3,9.5,924,12322,0,1,"Terminal Road, Near BGP Airport, Bhagalpur, India"
1298,GOP,FabHotel Airport Inn (Ganjam / Gopalpur Airport),13.8,4,9.6,2605,10231,0,0,"Terminal Road, Near GOP Airport, Ganjam / Gopalpur, India"
1299,HSR,FabHotel Airport Inn (Rajkot Airport),14.4,4,9.0,3481,11957,0,0,"Terminal Road, Near HSR Airport, Rajkot, India"
1300,STV,Lemon Tree Premier (Surat Airport),6.8,4,9.0,286,7270,1,1,"Terminal Road, Near STV Airport, Surat, India"
1301,DBR,IBIS Airport Hotel (Darbhanga Airport),10.5,3,9.4,3542,12246,0,0,"Terminal Road, Near DBR Airport, Darbhanga, India"
1302,IMF,OYO Townhouse Airport (Imphal Airport),7.4,3,9.3,1021,4470,1,0,"Terminal Road, Near IMF Airport, Imphal, India"
1303,MEH,Novotel Airport Hotel (Mehsana Airport),13.9,3,8.7,1106,4504,0,1,"Terminal Road, Near MEH Airport, Mehsana, India"
1304,IXA,Taj City Centre (Agartala Airport),14.2,3,8.8,1158,10329,0,0,"Terminal Road, Near IXA Airport, Agartala, India"
1305,ZER,Hyatt Regency Terminal (Ziro Airport),0.6,4,9.3,967,7231,1,0,"Terminal Road, Near ZER Airport, Ziro, India"
1306,AMB,Lemon Tree Premier (Ambikapur Airport),13.4,3,9.8,2201,3564,0,0,"Terminal Road, Near AMB Airport, Ambikapur, India"
1307,IDR,Taj City Centre (Indore Airport),8.5,4,8.7,2578,8076,0,0,"Terminal Road, Near IDR Airport, Indore, India"
1308,BOK,Novotel Airport Hotel (Bokaro Airport),5.5,3,9.1,1950,1845,1,1,"Terminal Road, Near BOK Airport, Bokaro, India"
1309,DON,IBIS Airport Hotel (Bhadrak / Dhamra Airport),2.1,3,9.4,1047,4208,1,0,"Terminal Road, Near DON Airport, Bhadrak / Dhamra, India"
1310,UDR,FabHotel Airport Inn (Udaipur Airport),11.5,4,8.4,452,3817,0,1,"Terminal Road, Near UDR Airport, Udaipur, India"
1311,DEL,Trident Airport Hotel (New Delhi Airport),11.0,5,8.7,715,12451,0,1,"Terminal Road, Near DEL Airport, New Delhi, India"
1312,RXL,OYO Townhouse Airport (Raxaul Airport),6.5,3,9.0,1903,7274,1,1,"Terminal Road, Near RXL Airport, Raxaul, India"
1313,HSS,OYO Townhouse Airport (Hisar Airport),7.7,4,9.3,1638,9215,1,1,"Terminal Road, Near HSS Airport, Hisar, India"
1314,GOP,FabHotel Airport Inn (Ganjam / Gopalpur Airport),6.9,4,9.6,1195,9516,1,1,"Terminal Road, Near GOP Airport, Ganjam / Gopalpur, India"
1315,VDY,Ginger Airport Hotel (Vidyanagar / Ballari Airport),12.3,4,9.0,1494,12434,0,1,"Terminal Road, Near VDY Airport, Vidyanagar / Ballari, India"
1316,KHA,Pride Plaza Hotel (Khandwa Airport),2.2,3,8.3,3751,3925,1,1,"Terminal Road, Near KHA Airport, Khandwa, India"
1317,AGX,ITC Grand Bharat (Agatti Island (Lakshadweep) Airport),11.6,5,8.4,3284,7962,0,0,"Terminal Road, Near AGX Airport, Agatti Island (Lakshadweep), India"
1318,KAI,OYO Townhouse Airport (Kailashahar Airport),5.8,5,9.1,332,11212,1,0,"Terminal Road, Near KAI Airport, Kailashahar, India"
1319,DMU,Pride Plaza Hotel (Dimapur Airport),11.6,4,8.2,3672,2303,0,0,"Terminal Road, Near DMU Airport, Dimapur, India"
1320,VZY,FabHotel Airport Inn (Vijayawada Airport),8.7,4,8.7,1303,7240,0,0,"Terminal Road, Near VZY Airport, Vijayawada, India"
1321,IXC,Trident Airport Hotel (Chandigarh Airport),9.8,4,9.5,2894,8477,0,1,"Terminal Road, Near IXC Airport, Chandigarh, India"
1322,IXC,Pride Plaza Hotel (Chandigarh Airport),10.6,4,9.6,1426,7074,0,1,"Terminal Road, Near IXC Airport, Chandigarh, India"
1323,IXE,Radisson Blu Airport (Mangaluru Airport),11.4,5,9.3,2546,12127,0,0,"Terminal Road, Near IXE Airport, Mangaluru, India"
1324,KQH,Hyatt Regency Terminal (Ajmer / Kishangarh Airport),12.5,4,9.4,2372,2246,0,1,"Terminal Road, Near KQH Airport, Ajmer / Kishangarh, India"
1325,KBK,Taj City Centre (Kushinagar Airport),8.1,5,9.7,2931,6234,0,1,"Terminal Road, Near KBK Airport, Kushinagar, India"
1326,PAT,FabHotel Airport Inn (Patna Airport),12.7,4,8.5,1772,11436,0,1,"Terminal Road, Near PAT Airport, Patna, India"
1327,REW,Hyatt Regency Terminal (Rewa Airport),10.7,4,8.9,1852,2432,0,1,"Terminal Road, Near REW Airport, Rewa, India"
1328,PAT,OYO Townhouse Airport (Patna Airport),4.1,3,8.9,1410,9312,1,0,"Terminal Road, Near PAT Airport, Patna, India"
1329,ALD,Pride Plaza Hotel (Aligarh Airport),3.5,4,9.8,3674,6121,1,0,"Terminal Road, Near ALD Airport, Aligarh, India"
1330,UTK,Pride Plaza Hotel (Kalahandi / Utkela Airport),4.8,4,9.7,1120,8309,1,0,"Terminal Road, Near UTK Airport, Kalahandi / Utkela, India"
1331,TRV,Novotel Airport Hotel (Thiruvananthapuram Airport),3.7,4,9.7,1685,2594,1,0,"Terminal Road, Near TRV Airport, Thiruvananthapuram, India"
1332,DEL,IBIS Airport Hotel (New Delhi Airport),1.5,4,8.4,3164,6062,1,0,"Terminal Road, Near DEL Airport, New Delhi, India"
1333,BHJ,Novotel Airport Hotel (Bhuj (Kutch) Airport),5.4,3,9.8,3017,9274,1,0,"Terminal Road, Near BHJ Airport, Bhuj (Kutch), India"
1334,MZS,Pride Plaza Hotel (Sonbhadra Airport),3.6,5,9.8,2076,6095,1,1,"Terminal Road, Near MZS Airport, Sonbhadra, India"
1335,KOP,Trident Airport Hotel (Kolhapur Airport),10.5,4,9.4,3441,3403,0,1,"Terminal Road, Near KOP Airport, Kolhapur, India"
1336,GWL,ITC Grand Bharat (Gwalior Airport),6.7,5,9.5,1491,5794,1,1,"Terminal Road, Near GWL Airport, Gwalior, India"
1337,BLT,Pride Plaza Hotel (Balurghat Airport),11.4,5,8.8,2058,9405,0,1,"Terminal Road, Near BLT Airport, Balurghat, India"
1338,SNE,Pride Plaza Hotel (Singrauli Airport),10.3,5,9.4,3086,4548,0,0,"Terminal Road, Near SNE Airport, Singrauli, India"
1339,IXA,Radisson Blu Airport (Agartala Airport),14.3,3,8.6,403,5420,0,1,"Terminal Road, Near IXA Airport, Agartala, India"
1340,AKL,Radisson Blu Airport (Akola Airport),4.4,3,9.8,242,7664,1,0,"Terminal Road, Near AKL Airport, Akola, India"
1341,GAW,Radisson Blu Airport (Guwahati Airport),10.0,3,8.8,3078,4760,0,1,"Terminal Road, Near GAW Airport, Guwahati, India"
1342,BKN,FabHotel Airport Inn (Bikaner Airport),2.6,5,9.2,1978,6173,1,1,"Terminal Road, Near BKN Airport, Bikaner, India"
1343,NWP,Ginger Airport Hotel (Pithoragarh Airport),4.7,5,9.6,1684,5462,1,0,"Terminal Road, Near NWP Airport, Pithoragarh, India"
1344,UDR,FabHotel Airport Inn (Udaipur Airport),0.9,4,9.3,751,11053,1,0,"Terminal Road, Near UDR Airport, Udaipur, India"
1345,JRG,Taj City Centre (Jharsuguda Airport),8.7,4,8.5,3768,10283,0,0,"Terminal Road, Near JRG Airport, Jharsuguda, India"
1346,KHO,Taj City Centre (Khowai Airport),1.7,3,9.7,2092,12249,1,1,"Terminal Road, Near KHO Airport, Khowai, India"
1347,AKL,OYO Townhouse Airport (Akola Airport),0.5,3,9.5,239,9255,1,1,"Terminal Road, Near AKL Airport, Akola, India"
1348,GAY,Novotel Airport Hotel (Gaya Airport),2.0,5,9.4,2680,5206,1,0,"Terminal Road, Near GAY Airport, Gaya, India"
1349,JGD,Trident Airport Hotel (Jagdalpur Airport),3.2,4,9.1,266,2325,1,0,"Terminal Road, Near JGD Airport, Jagdalpur, India"
1350,BDQ,Radisson Blu Airport (Vadodara Airport),5.8,4,8.4,3011,4391,1,0,"Terminal Road, Near BDQ Airport, Vadodara, India"
1351,IDR,IBIS Airport Hotel (Indore Airport),0.7,3,8.2,2228,6905,1,1,"Terminal Road, Near IDR Airport, Indore, India"
1352,BLR,Novotel Airport Hotel (Bengaluru Airport),9.8,3,9.2,231,9832,0,0,"Terminal Road, Near BLR Airport, Bengaluru, India"
1353,KHO,Trident Airport Hotel (Khowai Airport),11.3,5,9.4,2550,12113,0,0,"Terminal Road, Near KHO Airport, Khowai, India"
1354,LUD,Ginger Airport Hotel (Ludhiana Airport),13.9,5,8.5,1599,3171,0,0,"Terminal Road, Near LUD Airport, Ludhiana, India"
1355,CHI,Hyatt Regency Terminal (Chhindwara Airport),14.4,5,9.2,1682,5336,0,1,"Terminal Road, Near CHI Airport, Chhindwara, India"
1356,IXP,Novotel Airport Hotel (Pathankot Airport),9.8,3,9.7,689,7604,0,1,"Terminal Road, Near IXP Airport, Pathankot, India"
1357,ROU,Radisson Blu Airport (Rourkela Airport),6.5,4,9.8,1679,11481,1,1,"Terminal Road, Near ROU Airport, Rourkela, India"
1358,GBI,Taj City Centre (Kalaburagi (Gulbarga) Airport),13.9,4,9.3,577,4330,0,0,"Terminal Road, Near GBI Airport, Kalaburagi (Gulbarga), India"
1359,JGD,Hyatt Regency Terminal (Jagdalpur Airport),3.4,5,9.4,3621,11367,1,0,"Terminal Road, Near JGD Airport, Jagdalpur, India"
1360,AMR,Hyatt Regency Terminal (Amravati Airport),7.8,5,9.7,3694,8980,1,0,"Terminal Road, Near AMR Airport, Amravati, India"
1361,IXG,ITC Grand Bharat (Belagavi Airport),8.7,4,9.3,3214,6489,0,0,"Terminal Road, Near IXG Airport, Belagavi, India"
1362,DHR,Taj City Centre (Dibrugarh Airport),7.9,4,8.8,1761,7325,1,1,"Terminal Road, Near DHR Airport, Dibrugarh, India"
1363,PGH,Radisson Blu Airport (Pantnagar / Nainital Airport),5.6,4,9.3,1229,9607,1,0,"Terminal Road, Near PGH Airport, Pantnagar / Nainital, India"
1364,KAI,Hyatt Regency Terminal (Kailashahar Airport),3.5,5,8.9,3658,9180,1,1,"Terminal Road, Near KAI Airport, Kailashahar, India"
1365,TIR,IBIS Airport Hotel (Tirupati Airport),7.2,3,9.6,633,2168,1,0,"Terminal Road, Near TIR Airport, Tirupati, India"
1366,TCR,FabHotel Airport Inn (Thoothukudi (Tuticorin) Airport),9.5,4,8.2,2348,4724,0,1,"Terminal Road, Near TCR Airport, Thoothukudi (Tuticorin), India"
1367,DED,ITC Grand Bharat (Dehradun Airport),5.2,3,9.3,2733,5529,1,1,"Terminal Road, Near DED Airport, Dehradun, India"
1368,AMB,OYO Townhouse Airport (Ambikapur Airport),12.0,3,9.7,833,10375,0,1,"Terminal Road, Near AMB Airport, Ambikapur, India"
1369,KOR,Ginger Airport Hotel (Koraput Airport),6.0,4,9.2,1154,6035,1,1,"Terminal Road, Near KOR Airport, Koraput, India"
1370,MEH,Ginger Airport Hotel (Mehsana Airport),8.8,3,9.4,1644,2669,0,1,"Terminal Road, Near MEH Airport, Mehsana, India"
1371,PAL,OYO Townhouse Airport (Pali Airport),12.4,5,9.7,1667,12452,0,1,"Terminal Road, Near PAL Airport, Pali, India"
1372,VNS,Radisson Blu Airport (Varanasi Airport),10.0,4,9.5,639,3351,0,0,"Terminal Road, Near VNS Airport, Varanasi, India"
1373,NMN,ITC Grand Bharat (Neemrana / Alwar Airport),1.7,3,9.5,2652,11930,1,0,"Terminal Road, Near NMN Airport, Neemrana / Alwar, India"
1374,GOP,IBIS Airport Hotel (Ganjam / Gopalpur Airport),5.3,4,9.5,1882,9399,1,0,"Terminal Road, Near GOP Airport, Ganjam / Gopalpur, India"
1375,COK,FabHotel Airport Inn (Kochi Airport),10.9,5,9.5,3425,11949,0,1,"Terminal Road, Near COK Airport, Kochi, India"
1376,OSB,Pride Plaza Hotel (Dharashiv Airport),12.8,5,9.0,1860,5194,0,0,"Terminal Road, Near OSB Airport, Dharashiv, India"
