id,flight_number,airline,airline_code,airline_color,origin_code,dest_code,departure_time,arrival_time,duration_minutes,stops,stopover_code,price,cabin_class,available_seats,total_passengers,aircraft,terminal,gate
11128,QP-572,Akasa Air,QP,#ff5d00,SWM,BGP,2026-08-11 08:20:34,2026-08-11 11:07:34,167,0,,32030,Business Class,33,150,ATR 72-600,Terminal 1,Gate 4
11129,6E-660,IndiGo,6E,#001b94,WGC,SXR,2026-08-08 21:20:34,2026-08-08 23:11:34,111,0,,8805,Premium Economy,37,126,Airbus A321neo,Terminal 2,Gate 12
11130,6E-952,IndiGo,6E,#001b94,DMO,DHR,2026-08-12 18:50:34,2026-08-12 20:39:34,109,0,,57713,First Class,33,169,Airbus A321neo,Terminal 2,Gate 5
11131,IX-336,Air India Express,IX,#f26522,IXT,NWP,2026-08-07 23:20:34,2026-08-08 00:41:34,81,0,,5588,Economy,35,178,ATR 72-600,Terminal 2,Gate 6
11132,6E-262,IndiGo,6E,#001b94,CFH, سات,2026-08-09 11:35:34,2026-08-09 12:45:34,70,0,,30242,Business Class,31,164,Boeing 737 MAX 8,Terminal 3,Gate 15
11133,6E-516,IndiGo,6E,#001b94,KOK,IXZ,2026-08-05 13:50:34,2026-08-05 15:41:34,111,0,,9315,Premium Economy,34,158,Airbus A320neo,Terminal 2,Gate 9
11134,SG-696,SpiceJet,SG,#e60000,TRZ,AMR,2026-08-12 17:05:34,2026-08-12 19:07:34,122,0,,7464,Economy,18,179,Boeing 737 MAX 8,Terminal 2,Gate 5
11135,IX-298,Air India Express,IX,#f26522,DEL,VTZ,2026-08-11 01:35:34,2026-08-11 03:09:34,94,0,,18491,Business Class,18,174,Airbus A320neo,Terminal 1,Gate 18
11136,IX-246,Air India Express,IX,#f26522,CHI,GOI,2026-08-10 05:05:34,2026-08-10 08:22:34,197,0,,14226,Premium Economy,32,149,ATR 72-600,Terminal 1,Gate 5
11137,IX-238,Air India Express,IX,#f26522,RPR,BAR,2026-08-01 03:20:34,2026-08-01 04:41:34,81,0,,14148,Premium Economy,2,180,Airbus A320neo,Terminal 2,Gate 15
11138,AI-572,Air India,AI,#ed1b24,JLR,KARN,2026-08-13 00:20:34,2026-08-13 02:31:34,131,0,,9336,Premium Economy,32,164,Boeing 737 MAX 8,Terminal 3,Gate 12
11139,9I-705,Alliance Air,9I,#0083c9,ZER,CJB,2026-08-03 02:50:34,2026-08-03 04:37:34,107,0,,51858,First Class,16,155,Airbus A320neo,Terminal 2,Gate 1
11140,IX-802,Air India Express,IX,#f26522,VTZ,JHW,2026-08-02 01:05:34,2026-08-02 02:20:34,75,0,,11130,Premium Economy,11,133,Airbus A320neo,Terminal 3,Gate 19
11141,SG-482,SpiceJet,SG,#e60000,AKL,KHA,2026-08-09 02:35:34,2026-08-09 04:55:34,140,0,,31642,Business Class,4,168,ATR 72-600,Terminal 2,Gate 23
11142,6E-456,IndiGo,6E,#001b94,TEZ,GON,2026-08-07 15:20:34,2026-08-07 17:47:34,147,0,,64473,First Class,30,133,ATR 72-600,Terminal 2,Gate 3
11143,AI-584,Air India,AI,#ed1b24,SWM,VTZ,2026-08-14 03:20:34,2026-08-14 06:00:34,160,0,,32917,Business Class,23,123,Boeing 737-800,Terminal 1,Gate 17
11144,6E-853,IndiGo,6E,#001b94,KJB,JGA,2026-08-02 01:20:34,2026-08-02 04:59:34,219,0,,64968,First Class,2,147,Airbus A321neo,Terminal 2,Gate 23
11145,UK-497,Vistara,UK,#4b164c,SAG,MAA,2026-08-03 03:05:34,2026-08-03 06:03:34,178,0,,5177,Economy,2,142,Airbus A320neo,Terminal 2,Gate 21
11146,9I-234,Alliance Air,9I,#0083c9,PYG,LAT,2026-08-05 09:05:34,2026-08-05 12:41:34,216,0,,23812,Business Class,8,150,ATR 72-600,Terminal 3,Gate 3
11147,6E-906,IndiGo,6E,#001b94,ALD,IMF,2026-08-14 00:20:34,2026-08-14 02:30:34,130,0,,27118,Business Class,12,161,Airbus A320neo,Terminal 2,Gate 10
11148,SG-328,SpiceJet,SG,#e60000,MEH,SWM,2026-08-06 07:05:34,2026-08-06 08:05:34,60,0,,5015,Economy,2,161,Airbus A320neo,Terminal 3,Gate 9
11149,6E-636,IndiGo,6E,#001b94,DMU,IDR,2026-08-02 05:35:34,2026-08-02 07:17:34,102,0,,15114,Premium Economy,3,169,Boeing 737-800,Terminal 3,Gate 17
11150,QP-872,Akasa Air,QP,#ff5d00,CHI,MAL,2026-08-07 02:05:34,2026-08-07 05:15:34,190,1,TIR,25165,Business Class,21,165,Boeing 737-800,Terminal 3,Gate 15
11151,SG-648,SpiceJet,SG,#e60000,CJB,BTH,2026-08-12 20:20:34,2026-08-12 22:37:34,137,0,,4774,Economy,9,123,Boeing 737 MAX 8,Terminal 2,Gate 8
11152,IX-523,Air India Express,IX,#f26522,GON,IXY,2026-08-12 17:35:34,2026-08-12 19:33:34,118,1,AMH,6441,Economy,36,148,Airbus A321neo,Terminal 3,Gate 12
11153,SG-764,SpiceJet,SG,#e60000,TCR,TRZ,2026-08-02 07:50:34,2026-08-02 10:40:34,170,0,,40643,First Class,20,145,ATR 72-600,Terminal 3,Gate 17
11154,9I-141,Alliance Air,9I,#0083c9,BAR,GAW,2026-08-15 12:05:34,2026-08-15 14:33:34,148,0,,4979,Economy,9,131,Airbus A320neo,Terminal 2,Gate 14
11155,QP-188,Akasa Air,QP,#ff5d00,DHR,YTL,2026-08-03 17:20:34,2026-08-03 20:45:34,205,0,,6809,Economy,4,175,Boeing 737 MAX 8,Terminal 1,Gate 22
11156,6E-865,IndiGo,6E,#001b94,ASL,RGD,2026-08-03 16:05:34,2026-08-03 17:00:34,55,0,,2959,Economy,24,151,Boeing 737 MAX 8,Terminal 2,Gate 20
11157,UK-306,Vistara,UK,#4b164c,STV,TRV,2026-08-04 18:05:34,2026-08-04 21:38:34,213,0,,3453,Economy,32,125,Airbus A321neo,Terminal 3,Gate 21
11158,SG-910,SpiceJet,SG,#e60000,BPI,IXL,2026-07-31 20:20:34,2026-07-31 23:39:34,199,0,,12126,Premium Economy,6,135,ATR 72-600,Terminal 1,Gate 19
11159,SG-790,SpiceJet,SG,#e60000,BKN,KUU,2026-08-12 16:05:34,2026-08-12 18:21:34,136,1,KOR,4749,Economy,38,125,ATR 72-600,Terminal 2,Gate 7
11160,QP-170,Akasa Air,QP,#ff5d00,IXJ,GOX,2026-08-05 18:50:34,2026-08-05 22:23:34,213,0,,29470,Business Class,32,157,ATR 72-600,Terminal 3,Gate 21
11161,9I-122,Alliance Air,9I,#0083c9,CFH,IXP,2026-08-14 22:50:34,2026-08-15 00:16:34,86,1,ALD,64262,First Class,14,162,Airbus A320neo,Terminal 1,Gate 18
11162,IX-837,Air India Express,IX,#f26522,PNV,PAL,2026-08-13 19:50:34,2026-08-13 22:43:34,173,1,KBK,14899,Premium Economy,8,126,Airbus A320neo,Terminal 3,Gate 8
11163,6E-275,IndiGo,6E,#001b94,AGR,PBN,2026-08-11 15:50:34,2026-08-11 18:25:34,155,0,,53206,First Class,8,162,Airbus A321neo,Terminal 3,Gate 20
11164,IX-372,Air India Express,IX,#f26522,AMD,DBR,2026-08-08 18:35:34,2026-08-08 21:44:34,189,0,,9922,Premium Economy,14,155,Airbus A320neo,Terminal 2,Gate 6
11165,6E-413,IndiGo,6E,#001b94,IXU,CKU,2026-08-02 07:35:34,2026-08-02 09:06:34,91,0,,4532,Economy,23,129,Airbus A320neo,Terminal 3,Gate 5
11166,9I-390,Alliance Air,9I,#0083c9,BOM,JLR,2026-08-09 10:20:34,2026-08-09 13:22:34,182,0,,39707,First Class,6,152,Airbus A320neo,Terminal 2,Gate 10
11167,6E-395,IndiGo,6E,#001b94,KOR,BOM,2026-08-14 01:50:34,2026-08-14 05:06:34,196,0,,4636,Economy,38,134,Boeing 737-800,Terminal 3,Gate 19
11168,IX-466,Air India Express,IX,#f26522,AGX,NVM,2026-08-11 09:20:34,2026-08-11 11:22:34,122,0,,25753,Business Class,16,131,ATR 72-600,Terminal 3,Gate 24
11169,UK-322,Vistara,UK,#4b164c,PYB,JGD,2026-08-14 08:50:34,2026-08-14 11:10:34,140,0,,64606,First Class,3,159,Boeing 737-800,Terminal 3,Gate 7
11170,AI-149,Air India,AI,#ed1b24,DUM,NEEM,2026-08-06 18:50:34,2026-08-06 21:11:34,141,0,,51358,First Class,31,155,Boeing 737-800,Terminal 1,Gate 11
11171,IX-496,Air India Express,IX,#f26522,HYD,TEZU,2026-08-01 04:50:34,2026-08-01 08:24:34,214,0,,14651,Premium Economy,14,161,Airbus A320neo,Terminal 1,Gate 8
11172,QP-460,Akasa Air,QP,#ff5d00, سات,JDH,2026-08-06 19:50:34,2026-08-06 22:51:34,181,0,,22538,Business Class,19,166,Airbus A320neo,Terminal 3,Gate 3
11173,QP-340,Akasa Air,QP,#ff5d00,GOX,KAM,2026-08-09 23:05:34,2026-08-10 01:34:34,149,1,KOK,29367,Business Class,12,143,Boeing 737 MAX 8,Terminal 3,Gate 7
11174,6E-220,IndiGo,6E,#001b94,KOR,COK,2026-08-03 06:20:34,2026-08-03 08:36:34,136,0,,15460,Premium Economy,14,133,ATR 72-600,Terminal 1,Gate 17
11175,SG-755,SpiceJet,SG,#e60000,PYB,PBN,2026-08-03 16:50:34,2026-08-03 20:05:34,195,0,,21644,Business Class,28,157,Boeing 737 MAX 8,Terminal 2,Gate 15
11176,AI-887,Air India,AI,#ed1b24,LGP,SWM,2026-08-01 08:50:34,2026-08-01 10:08:34,78,0,,38696,First Class,20,175,ATR 72-600,Terminal 1,Gate 24
11177,UK-137,Vistara,UK,#4b164c,PGH,BDQ,2026-08-02 11:05:34,2026-08-02 13:33:34,148,0,,7034,Economy,22,170,Airbus A321neo,Terminal 1,Gate 9
11178,SG-368,SpiceJet,SG,#e60000,KAI,KAM,2026-08-09 07:20:34,2026-08-09 09:56:34,156,0,,29951,Business Class,26,145,Airbus A320neo,Terminal 3,Gate 21
11179,UK-668,Vistara,UK,#4b164c,PUR,BKN,2026-08-01 05:05:34,2026-08-01 06:54:34,109,0,,30968,Business Class,20,135,ATR 72-600,Terminal 1,Gate 21
11180,9I-632,Alliance Air,9I,#0083c9,GOP,AMH,2026-08-02 02:50:34,2026-08-02 05:38:34,168,0,,2924,Economy,19,157,Airbus A321neo,Terminal 1,Gate 2
11181,QP-734,Akasa Air,QP,#ff5d00,IXT,TRZ,2026-08-06 18:05:34,2026-08-06 20:41:34,156,0,,7547,Economy,17,132,Boeing 737-800,Terminal 1,Gate 3
11182,IX-718,Air India Express,IX,#f26522,NVY,GON,2026-08-10 08:05:34,2026-08-10 09:04:34,59,0,,12639,Premium Economy,17,166,Boeing 737-800,Terminal 3,Gate 20
11183,IX-746,Air India Express,IX,#f26522,BHJ,BLR,2026-08-06 11:20:34,2026-08-06 12:40:34,80,0,,13177,Premium Economy,18,141,Boeing 737 MAX 8,Terminal 3,Gate 11
11184,QP-557,Akasa Air,QP,#ff5d00,GAW,LKO,2026-08-06 21:05:34,2026-08-06 23:48:34,163,1,IXC,13490,Premium Economy,15,157,Airbus A321neo,Terminal 2,Gate 6
11185,SG-796,SpiceJet,SG,#e60000,PNQ,VNS,2026-08-07 22:35:34,2026-08-08 00:40:34,125,0,,34404,Business Class,27,163,Boeing 737-800,Terminal 2,Gate 23
11186,9I-372,Alliance Air,9I,#0083c9,JLR,SDW,2026-08-09 12:05:34,2026-08-09 15:30:34,205,0,,20819,Business Class,34,157,Airbus A320neo,Terminal 2,Gate 20
11187,SG-244,SpiceJet,SG,#e60000,ATQ,SHL,2026-08-01 09:20:34,2026-08-01 12:46:34,206,0,,50341,First Class,36,131,Airbus A321neo,Terminal 3,Gate 1
11188,AI-907,Air India,AI,#ed1b24,LKO,BGP,2026-08-08 09:05:34,2026-08-08 10:27:34,82,0,,3984,Economy,35,125,Boeing 737 MAX 8,Terminal 2,Gate 20
11189,AI-438,Air India,AI,#ed1b24,VZY,IXU,2026-08-07 19:05:34,2026-08-07 21:27:34,142,0,,25745,Business Class,29,121,Boeing 737 MAX 8,Terminal 1,Gate 14
11190,UK-929,Vistara,UK,#4b164c,RGD,BPI,2026-08-14 23:05:34,2026-08-15 02:03:34,178,1,PNV,3474,Economy,28,168,Boeing 737 MAX 8,Terminal 2,Gate 20
11191,6E-670,IndiGo,6E,#001b94,MZS,RAT,2026-08-12 17:05:34,2026-08-12 19:55:34,170,1,RKG,18324,Business Class,24,121,ATR 72-600,Terminal 3,Gate 19
11192,UK-705,Vistara,UK,#4b164c,CCU,GAY,2026-08-07 13:35:34,2026-08-07 14:56:34,81,1,JSA,29776,Business Class,35,167,Airbus A320neo,Terminal 2,Gate 11
11193,IX-596,Air India Express,IX,#f26522,PNQ,NDC,2026-08-05 13:35:34,2026-08-05 17:03:34,208,1,SXV,60354,First Class,20,153,Airbus A320neo,Terminal 1,Gate 6
11194,SG-925,SpiceJet,SG,#e60000,IXZ,NVM,2026-08-09 17:20:34,2026-08-09 20:02:34,162,0,,4912,Economy,22,126,Airbus A321neo,Terminal 2,Gate 12
11195,UK-656,Vistara,UK,#4b164c,PBF,RJA,2026-08-05 06:20:34,2026-08-05 08:53:34,153,0,,25386,Business Class,10,157,Boeing 737-800,Terminal 2,Gate 10
11196,IX-685,Air India Express,IX,#f26522,MYQ,MAA,2026-08-09 23:05:34,2026-08-10 00:02:34,57,0,,14963,Premium Economy,15,128,Boeing 737 MAX 8,Terminal 1,Gate 19
11197,UK-330,Vistara,UK,#4b164c,GOX,SXR,2026-08-06 14:35:34,2026-08-06 17:41:34,186,0,,15203,Premium Economy,35,159,Airbus A321neo,Terminal 3,Gate 8
11198,QP-291,Akasa Air,QP,#ff5d00,KJB,PNQ,2026-08-05 17:35:34,2026-08-05 20:44:34,189,0,,38785,First Class,23,148,Airbus A321neo,Terminal 2,Gate 1
11199,9I-298,Alliance Air,9I,#0083c9,JDH,IXT,2026-08-01 17:50:34,2026-08-01 19:22:34,92,0,,19995,Business Class,28,180,Boeing 737 MAX 8,Terminal 1,Gate 10
11200,SG-499,SpiceJet,SG,#e60000,IMF,PYB,2026-08-02 11:05:34,2026-08-02 12:14:34,69,0,,10995,Premium Economy,38,149,Airbus A321neo,Terminal 1,Gate 18
11201,QP-484,Akasa Air,QP,#ff5d00,KNU,BTH,2026-08-14 04:20:34,2026-08-14 06:12:34,112,0,,33596,Business Class,6,123,ATR 72-600,Terminal 2,Gate 15
11202,SG-148,SpiceJet,SG,#e60000,VNS,LUD,2026-08-11 00:20:34,2026-08-11 02:39:34,139,0,,26460,Business Class,16,155,Boeing 737 MAX 8,Terminal 1,Gate 2
11203,9I-180,Alliance Air,9I,#0083c9,ASL,BKN,2026-08-11 20:35:34,2026-08-11 21:37:34,62,0,,23030,Business Class,14,122,Boeing 737-800,Terminal 2,Gate 7
11204,AI-612,Air India,AI,#ed1b24,NMS,SNE,2026-08-07 02:35:34,2026-08-07 05:20:34,165,0,,65166,First Class,7,158,Airbus A320neo,Terminal 3,Gate 4
11205,9I-499,Alliance Air,9I,#0083c9,DON,SHL,2026-08-08 17:05:34,2026-08-08 20:17:34,192,0,,64131,First Class,6,121,Airbus A321neo,Terminal 2,Gate 10
11206,UK-926,Vistara,UK,#4b164c,SRA,DHM,2026-08-04 19:05:34,2026-08-04 22:31:34,206,0,,64973,First Class,28,148,ATR 72-600,Terminal 2,Gate 19
11207,IX-535,Air India Express,IX,#f26522,AGX,BPI,2026-08-10 14:05:34,2026-08-10 17:04:34,179,0,,32469,Business Class,11,149,ATR 72-600,Terminal 3,Gate 3
11208,AI-498,Air India,AI,#ed1b24,PNY,AGR,2026-07-31 17:05:34,2026-07-31 18:43:34,98,0,,66353,First Class,7,136,Boeing 737 MAX 8,Terminal 1,Gate 6
11209,SG-130,SpiceJet,SG,#e60000,KOR,BTH,2026-08-09 12:20:34,2026-08-09 15:24:34,184,0,,30971,Business Class,28,130,Boeing 737-800,Terminal 2,Gate 21
11210,QP-729,Akasa Air,QP,#ff5d00,NDC,MAL,2026-08-08 20:20:34,2026-08-08 23:00:34,160,0,,26823,Business Class,29,140,Airbus A320neo,Terminal 3,Gate 1
11211,QP-406,Akasa Air,QP,#ff5d00,NEEM,BID,2026-08-02 05:35:34,2026-08-02 07:41:34,126,1,GOP,19263,Business Class,18,144,Airbus A321neo,Terminal 2,Gate 9
11212,AI-568,Air India,AI,#ed1b24,JSA,BID,2026-08-09 23:05:34,2026-08-10 01:43:34,158,0,,9079,Premium Economy,20,123,Airbus A320neo,Terminal 3,Gate 23
11213,6E-337,IndiGo,6E,#001b94,IXZ,BKN,2026-08-07 07:20:34,2026-08-07 10:52:34,212,0,,14780,Premium Economy,33,169,ATR 72-600,Terminal 2,Gate 2
11214,IX-664,Air India Express,IX,#f26522,ALD,SIV,2026-08-09 13:50:34,2026-08-09 16:20:34,150,0,,43957,First Class,30,171,Airbus A320neo,Terminal 1,Gate 21
11215,SG-493,SpiceJet,SG,#e60000,DGR,VTZ,2026-08-06 15:20:34,2026-08-06 16:58:34,98,0,,33448,Business Class,32,136,Boeing 737-800,Terminal 1,Gate 12
11216,IX-337,Air India Express,IX,#f26522,TRV,BHJ,2026-08-02 14:20:34,2026-08-02 17:50:34,210,0,,8846,Premium Economy,18,180,Airbus A320neo,Terminal 3,Gate 19
11217,QP-222,Akasa Air,QP,#ff5d00,PAL,RAT,2026-08-12 05:05:34,2026-08-12 06:22:34,77,0,,21856,Business Class,37,155,Airbus A321neo,Terminal 2,Gate 11
11218,6E-968,IndiGo,6E,#001b94,SNE,REW,2026-08-11 14:05:34,2026-08-11 16:34:34,149,1,JSA,13836,Premium Economy,18,120,ATR 72-600,Terminal 3,Gate 15
11219,AI-311,Air India,AI,#ed1b24,AKL,AMD,2026-08-05 18:50:34,2026-08-05 20:57:34,127,0,,6502,Economy,24,138,ATR 72-600,Terminal 3,Gate 6
11220,9I-571,Alliance Air,9I,#0083c9,CHI,DED,2026-08-14 09:50:34,2026-08-14 12:27:34,157,0,,5713,Economy,3,135,ATR 72-600,Terminal 3,Gate 16
11221,QP-863,Akasa Air,QP,#ff5d00,MUZ,RGD,2026-08-04 16:50:34,2026-08-04 19:25:34,155,0,,3320,Economy,19,174,Airbus A320neo,Terminal 3,Gate 6
11222,9I-504,Alliance Air,9I,#0083c9,IXR,OSB,2026-08-14 11:05:34,2026-08-14 12:06:34,61,0,,7154,Economy,15,141,ATR 72-600,Terminal 1,Gate 10
11223,6E-575,IndiGo,6E,#001b94,PUI,RAT,2026-07-31 17:35:34,2026-07-31 21:07:34,212,0,,3964,Economy,17,150,Boeing 737 MAX 8,Terminal 2,Gate 20
11224,IX-931,Air India Express,IX,#f26522,IXY,YTL,2026-08-10 02:05:34,2026-08-10 05:11:34,186,0,,3855,Economy,22,137,Airbus A321neo,Terminal 3,Gate 6
11225,UK-502,Vistara,UK,#4b164c,PAT,SIV,2026-08-08 06:20:34,2026-08-08 07:56:34,96,0,,7311,Economy,12,123,Boeing 737 MAX 8,Terminal 3,Gate 7
11226,SG-223,SpiceJet,SG,#e60000,TEZ,PBN,2026-08-05 01:05:34,2026-08-05 02:02:34,57,0,,6984,Economy,36,120,ATR 72-600,Terminal 3,Gate 17
11227,AI-752,Air India,AI,#ed1b24,DUM,TRV,2026-08-01 22:50:34,2026-08-02 00:47:34,117,1,IMF,20602,Business Class,6,123,Airbus A320neo,Terminal 3,Gate 13
11228,SG-762,SpiceJet,SG,#e60000,NWP,IXU,2026-08-03 15:35:34,2026-08-03 17:02:34,87,1,DIU,12326,Premium Economy,38,129,Boeing 737 MAX 8,Terminal 2,Gate 8
11229,9I-564,Alliance Air,9I,#0083c9,PUR,AKL,2026-08-04 17:20:34,2026-08-04 19:58:34,158,0,,32941,Business Class,14,153,ATR 72-600,Terminal 1,Gate 4
11230,9I-107,Alliance Air,9I,#0083c9,IXJ,ZER,2026-08-06 07:35:34,2026-08-06 10:38:34,183,0,,30532,Business Class,8,140,Boeing 737 MAX 8,Terminal 1,Gate 24
11231,9I-528,Alliance Air,9I,#0083c9,PGH,CCJ,2026-08-02 09:20:34,2026-08-02 12:16:34,176,0,,19050,Business Class,25,168,Airbus A321neo,Terminal 2,Gate 19
11232,AI-554,Air India,AI,#ed1b24,PUI,SSE,2026-08-01 07:50:34,2026-08-01 09:29:34,99,1,PBN,9638,Premium Economy,27,177,Airbus A321neo,Terminal 1,Gate 2
11233,AI-678,Air India,AI,#ed1b24,RXL,KJB,2026-08-11 18:20:34,2026-08-11 20:59:34,159,0,,7556,Economy,31,122,Boeing 737 MAX 8,Terminal 2,Gate 5
11234,UK-443,Vistara,UK,#4b164c,IXG,LKO,2026-08-11 10:50:34,2026-08-11 13:19:34,149,1,BHU,57420,First Class,16,168,ATR 72-600,Terminal 3,Gate 19
11235,9I-542,Alliance Air,9I,#0083c9,JGA,TCR,2026-08-06 00:05:34,2026-08-06 02:36:34,151,0,,6504,Economy,22,131,Airbus A321neo,Terminal 2,Gate 21
11236,6E-439,IndiGo,6E,#001b94,BBI,BKN,2026-08-12 17:50:34,2026-08-12 19:38:34,108,0,,46215,First Class,31,179,Airbus A321neo,Terminal 1,Gate 23
11237,SG-253,SpiceJet,SG,#e60000,ALD,KNU,2026-07-31 18:35:34,2026-07-31 21:22:34,167,0,,5844,Economy,5,136,Boeing 737-800,Terminal 2,Gate 7
11238,AI-168,Air India,AI,#ed1b24,BID,BAR,2026-08-03 11:20:34,2026-08-03 12:19:34,59,0,,24266,Business Class,9,170,Airbus A321neo,Terminal 3,Gate 17
11239,AI-533,Air India,AI,#ed1b24,STV,BVC,2026-08-15 00:05:34,2026-08-15 02:44:34,159,0,,18560,Business Class,13,169,Boeing 737 MAX 8,Terminal 1,Gate 13
11240,AI-794,Air India,AI,#ed1b24,HSS,PBN,2026-08-07 02:50:34,2026-08-07 05:51:34,181,0,,42939,First Class,26,140,ATR 72-600,Terminal 3,Gate 21
11241,AI-137,Air India,AI,#ed1b24,ANK,LGP,2026-08-11 18:20:34,2026-08-11 19:24:34,64,1,JLR,6036,Economy,26,150,Boeing 737 MAX 8,Terminal 1,Gate 13
11242,QP-266,Akasa Air,QP,#ff5d00,AGR,GON,2026-08-04 14:05:34,2026-08-04 16:18:34,133,0,,59561,First Class,16,132,Boeing 737-800,Terminal 3,Gate 16
11243,6E-317,IndiGo,6E,#001b94,LAT,ALD,2026-08-06 17:35:34,2026-08-06 20:45:34,190,0,,13799,Premium Economy,38,159,Boeing 737-800,Terminal 3,Gate 23
11244,IX-106,Air India Express,IX,#f26522,COK,ASL,2026-07-31 16:20:34,2026-07-31 18:07:34,107,0,,6387,Economy,37,162,Boeing 737-800,Terminal 2,Gate 6
11245,UK-769,Vistara,UK,#4b164c,IXY,KBK,2026-08-10 21:05:34,2026-08-10 22:02:34,57,0,,40005,First Class,34,127,Airbus A320neo,Terminal 1,Gate 19
11246,SG-631,SpiceJet,SG,#e60000,GOI, سات,2026-08-03 23:05:34,2026-08-04 01:07:34,122,0,,24210,Business Class,17,147,Boeing 737 MAX 8,Terminal 2,Gate 9
11247,9I-276,Alliance Air,9I,#0083c9,IMF,PINJ,2026-08-11 04:20:34,2026-08-11 05:30:34,70,0,,3198,Economy,14,168,Boeing 737 MAX 8,Terminal 3,Gate 4
11248,IX-543,Air India Express,IX,#f26522,PINJ,BHU,2026-08-14 10:50:34,2026-08-14 13:08:34,138,0,,50063,First Class,35,177,ATR 72-600,Terminal 3,Gate 2
11249,IX-178,Air India Express,IX,#f26522,IXR,SRA,2026-08-08 00:35:34,2026-08-08 02:34:34,119,0,,31243,Business Class,15,162,ATR 72-600,Terminal 2,Gate 21
11250,IX-265,Air India Express,IX,#f26522,RMD,GAY,2026-08-04 07:05:34,2026-08-04 08:18:34,73,0,,6638,Economy,18,131,Boeing 737 MAX 8,Terminal 1,Gate 5
11251,AI-304,Air India,AI,#ed1b24,SWM,LUD,2026-08-14 16:50:34,2026-08-14 19:53:34,183,0,,51486,First Class,2,166,ATR 72-600,Terminal 3,Gate 17
11252,AI-864,Air India,AI,#ed1b24,HBI,SXV,2026-08-02 03:20:34,2026-08-02 06:07:34,167,1,SNE,6487,Economy,25,131,Airbus A320neo,Terminal 2,Gate 2
11253,6E-778,IndiGo,6E,#001b94,BKN,CFH,2026-08-07 00:50:34,2026-08-07 01:46:34,56,0,,10271,Premium Economy,3,171,Airbus A320neo,Terminal 2,Gate 11
11254,AI-142,Air India,AI,#ed1b24,IXG,JLG,2026-08-03 02:35:34,2026-08-03 04:09:34,94,0,,13574,Premium Economy,15,130,ATR 72-600,Terminal 1,Gate 12
11255,QP-617,Akasa Air,QP,#ff5d00,DBR,ZER,2026-08-13 12:05:34,2026-08-13 13:56:34,111,0,,8946,Premium Economy,35,164,ATR 72-600,Terminal 2,Gate 6
11256,6E-578,IndiGo,6E,#001b94,BBI,HBX,2026-08-02 00:35:34,2026-08-02 02:39:34,124,1,PYB,56077,First Class,14,128,Boeing 737 MAX 8,Terminal 2,Gate 2
11257,9I-944,Alliance Air,9I,#0083c9,COK,SAG,2026-08-11 04:05:34,2026-08-11 06:21:34,136,0,,32827,Business Class,37,175,Boeing 737 MAX 8,Terminal 1,Gate 23
11258,QP-178,Akasa Air,QP,#ff5d00,DIU,KQH,2026-08-11 23:05:34,2026-08-12 00:59:34,114,0,,6602,Economy,14,138,ATR 72-600,Terminal 2,Gate 16
11259,IX-257,Air India Express,IX,#f26522,WGC,ROU,2026-08-01 08:35:34,2026-08-01 09:50:34,75,0,,40653,First Class,23,163,Airbus A320neo,Terminal 3,Gate 9
11260,6E-598,IndiGo,6E,#001b94,RAT,BVC,2026-08-04 21:20:34,2026-08-05 00:46:34,206,0,,18691,Business Class,12,131,Boeing 737 MAX 8,Terminal 2,Gate 9
11261,SG-626,SpiceJet,SG,#e60000,JRH,DHR,2026-08-10 18:20:34,2026-08-10 21:04:34,164,0,,31314,Business Class,38,150,Airbus A320neo,Terminal 1,Gate 24
11262,9I-733,Alliance Air,9I,#0083c9,IXB,CHI,2026-08-03 22:05:34,2026-08-03 23:10:34,65,0,,11279,Premium Economy,30,132,Airbus A321neo,Terminal 3,Gate 7
11263,UK-538,Vistara,UK,#4b164c,CCJ,CKU,2026-08-02 17:35:34,2026-08-02 20:22:34,167,0,,10846,Premium Economy,29,173,Airbus A321neo,Terminal 1,Gate 10
11264,AI-198,Air India,AI,#ed1b24,NDC,IXM,2026-08-08 13:50:34,2026-08-08 17:10:34,200,0,,21761,Business Class,32,180,Boeing 737 MAX 8,Terminal 2,Gate 13
11265,6E-270,IndiGo,6E,#001b94,TIR,VDY,2026-08-10 17:20:34,2026-08-10 20:14:34,174,0,,34107,Business Class,21,167,Airbus A320neo,Terminal 1,Gate 22
11266,QP-194,Akasa Air,QP,#ff5d00,JGD,LAT,2026-08-12 09:35:34,2026-08-12 11:53:34,138,0,,8558,Premium Economy,12,180,Boeing 737-800,Terminal 1,Gate 14
11267,9I-187,Alliance Air,9I,#0083c9,PBF,WGC,2026-08-01 04:05:34,2026-08-01 06:10:34,125,0,,5424,Economy,19,175,Airbus A320neo,Terminal 3,Gate 10
11268,IX-957,Air India Express,IX,#f26522,MZS,LAT,2026-08-07 01:05:34,2026-08-07 04:10:34,185,0,,27496,Business Class,28,132,Airbus A321neo,Terminal 1,Gate 11
11269,SG-178,SpiceJet,SG,#e60000,CCU,KUU,2026-08-09 02:35:34,2026-08-09 04:34:34,119,0,,8552,Premium Economy,7,174,ATR 72-600,Terminal 1,Gate 16
11270,UK-688,Vistara,UK,#4b164c,CCU,SIV,2026-08-05 21:20:34,2026-08-05 23:47:34,147,0,,5289,Economy,6,141,Airbus A321neo,Terminal 2,Gate 2
